record_id,phytoplasma,host_group,country,reference,family,species
974,16SrI ,plant,Croatia,Jezic et al 2013,Vitaceae,Vitis vinifera
975,16SrIII ,plant,Italy,Seemuller et al 1998,Vitaceae,Vitis vinifera
976,16SrIII ,plant,Croatia,Jezic et al 2013,Vitaceae,Vitis vinifera
977,16SrIII ,plant,Croatia,Seruga Music et al 2012,Amaranthaceae,Chenopodium album
978,16SrXII A,plant,Hungary,Acs et al 2011,Poaceae,Zea mays
979,16SrV ,plant,Italy,Arnaud et al 2007,Vitaceae,Vitis vinifera
980,16SrV D,plant,Italy,Arnaud et al 2007,Vitaceae,Vitis vinifera
981,16SrV C,plant,Italy,Arnaud et al 2007,Vitaceae,Vitis vinifera
982,16SrV C,plant,Italy,Filippin et al 2010,Simaroubaceae,Ailanthus altissima
983,16SrXII A,plant,Serbia,Jovic et al 2011a,Ulmaceae,Ulmus minor
984,16SrXII A,plant,Serbia,Jovic et al 2011a,Ulmaceae,Ulmus laevis
985,16SrV C,plant,Slovenia,Mehle et al 2011,Vitaceae,Vitis vinifera
986,16SrV ,plant,Slovenia,Mehle et al 2011,Ranunculaceae,Clematis vitalba
987,16SrXII A,plant,Italy,Marcone et al 1996,Vitaceae,Vitis vinifera
988,16SrV C,plant,Serbia,Filippin et al 2009a,Ranunculaceae,Clematis vitalba
989,16SrXII A,plant,Slovenia,Mehle et al 2011,Convolvulaceae,Convolvulus arvensis
990,16SrV C,plant,Macedonia,Atasanova et al 2014,Betulaceae,Alnus glutinosa
991,16SrXII A,plant,Veneto,Mori et al 2012,Convolvulaceae,Convolvulus arvensis
992,16SrXII A,plant,Veneto,Mori et al 2012,Asteraceae,Taraxacum officinale
993,16SrXII A,plant,Veneto,Mori et al 2012,Asteraceae,Artemisia vulgaris
994,16SrXII A,plant,Veneto,Mori et al 2012,Urticaceae,Urtica dioica
995,16SrXII A,plant,Veneto,Mori et al 2012,Plantaginaceae,Plantago lanceolata
996,16SrXII A,plant,Veneto,Mori et al 2012,Amaranthaceae,Chenopodium album
997,16SrXII A,plant,Veneto,Mori et al 2012,Amaranthaceae,Amaranthus retroflexus
998,16SrXII A,plant,Veneto,Mori et al 2012,Malvaceae,Malva silvestris
999,16SrXII A,plant,Veneto,Mori et al 2012,Asteraceae,Sonchus oleraceus
1000,16SrXII A,plant,Veneto,Mori et al 2012,Polygonaceae,Polygonum persicaria
1001,16SrXII A,plant,Veneto,Mori et al 2012,Asteraceae,Conyza canadensis
1002,16SrXII A,plant,Veneto,Mori et al 2012,Polygonaceae,Rumex acetosa
1003,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Convolvulaceae,Convolvulus arvensis
1004,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Boraginaceae,Echium vulgare
1005,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Polygonaceae,Polygonum aviculare
1006,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Caryophyllaceae,Silene vulgaris
1007,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Asteraceae,Taraxacum officinale
1008,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Urticaceae,Urtica dioica
1009,16SrXII A,plant,Trentino-Alto Adige,Berger et al 2009,Urticaceae,Urtica urens
1010,16SrXII A,plant,Austria,Rieddle-Bauer et al 2008,Urticaceae,Urtica dioica
1011,16SrXII A,plant,Austria,Rieddle-Bauer et al 2008,Convolvulaceae,Convolvulus arvensis
1012,16SrXII ,plant,Croatia,Seruga Music et al 2012,Convolvulaceae,Convolvulus arvensis
1013,16SrXII ,plant,Romania,Fabre et al 2011,Vitaceae,Vitis vinifera
1014,16SrXII A,plant,Czech Republic,Safarova et al 2011,Urticaceae,Urtica dioica
1015,16SrXII A,plant,Macedonia,Sasa et al 2011,Vitaceae,Vitis vinifera
1016,16SrXII ,plant,Macedonia,Sasa & Emilija 2013,Convolvulaceae,Cuscuta sp.
1017,16SrXII ,plant,Macedonia,Sasa & Emilija 2013,Convolvulaceae,Convolvulus arvensis
1018,16SrX C,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Pyrus communis
1019,16SrXII ,plant,Italy,Gentili pers. comm.,Solanaceae,Solanum lycopersicum
1020,16SrXII ,plant,Italy,Gentili pers. comm.,Convolvulaceae,Convolvulus arvensis
1021,16SrXII ,plant,Italy,Gentili pers. comm.,Convolvulaceae,Calystegia sepium
1022,16SrXII ,plant,Italy,Gentili pers. comm.,Asteraceae,Cirsium arvense
1023,16SrXII A,plant,Hungary,Acs et al 2010,Solanaceae,Solanum tuberosum
1024,16SrXII A,plant,Hungary,Franova et al 2013,Solanaceae,Solanum lycopersicum
1025,16SrV C,plant,Hungary,Franova et al 2013,Betulaceae,Alnus sp.
1026,16SrV ,plant,Hungary,Franova et al 2013,Ranunculaceae,Clematis vitalba
1027,16SrXII A,plant,Hungary,Acs et al 2010,Vitaceae,Vitis vinifera
1028,16SrXII A,plant,Friuli-Venezia Giulia,Carraro pers. comm.,Caryophyllaceae,Silene alba
1029,16SrXII A,plant,Czech Republic,Fialova et al 2009,Amaranthaceae,Amaranthus retroflexus
1030,16SrXII A,plant,Czech Republic,Fialova et al 2009,Apiaceae,Apium graveolens
1031,16SrXII A,plant,Czech Republic,Fialova et al 2009,Solanaceae,Capsicum annuum
1032,16SrXII A,plant,Czech Republic,Fialova et al 2009,Solanaceae,Solanum lycopersicum
1033,16SrXII A,plant,Czech Republic,Fialova et al 2009,Convolvulaceae,Calystegia sepium
1034,16SrXII A,plant,Czech Republic,Fialova et al 2009,Asteraceae,Cirsium arvense
1035,16SrXII A,plant,Czech Republic,Fialova et al 2009,Convolvulaceae,Convolvulus arvensis
1036,16SrXII A,plant,Czech Republic,Fialova et al 2009,Solanaceae,Datura stramonium
1037,16SrXII ,plant,Ukraine,Milkus et al 2004,Vitaceae,Vitis vinifera
1038,16SrXII A,plant,Czech Republic,Fialova et al 2009,Vitaceae,Vitis vinifera
1039,16SrXII A,plant,Czech Republic,Fialova et al 2009,Urticaceae,Urtica dioica
1040,16SrXII A,plant,Serbia,Jovic pers. comm.,Poaceae,Agropyron repens
1041,16SrI B,plant,Italy,Seemuller et al 1998,Amaryllidaceae,Allium cepa
1042,16SrV ,plant,Washington,Lederer & Seemüller 1991,Betulaceae,Alnus rubra
1043,16SrV C,plant,France,Marcone 2015,Betulaceae,Alnus carpinifolia
1044,16SrV C,plant,Italy,Marcone et al 1997a,Betulaceae,Alnus glutinosa
1045,16SrXII A,plant,Liguria,d'Aquilio et at 2002,Alstroemeriaceae,Alstroemeria sp.
1046,16SrXII A,plant,Spain,Batlle et al 2009,Amaranthaceae,Amaranthus retroflexus
1047,16SrI ,plant,Spain,Batlle et al 2009,Amaranthaceae,Amaranthus sp.
1048,16SrXII A,plant,Hungary,Viczián et al 1998,Apiaceae,Apium graveolens
1049,16SrXII A,plant,Campania,Marcone 2015,Apiaceae,Apium graveolens
1050,16SrII D,plant,Australia,Tran-Nguyen et al 2003,Apiaceae,Apium graveolens
1051,16SrII E,plant,Australia,Tran-Nguyen et al 2003,Apiaceae,Apium graveolens
1052,16SrI B,plant,Germany,Seemuller et al 1998,Brassicaceae,Bunias orientalis
1053,16SrXII A,plant,Germany,Langer & Maixner 2004,Convolvulaceae,Calystegia sepium
1054,16SrXII A,plant,Hungary,Viczián et al 1998,Solanaceae,Capsicum annuum
1055,16SrXII A,plant,Campania,Marcone 2011,Solanaceae,Capsicum annuum
1056,16SrII E,plant,Australia,Tran-Nguyen et al 2003,Solanaceae,Capsicum annuum
1057,16SrI B,plant,Germany,Seemuller et al 1998,Brassicaceae,Cardaria draba
1058,16SrI B,plant,Italy,Bertaccini et al 1996,Cannabaceae,Celtis australis
1059,16SrI C,plant,Italy,Bertaccini et al 1996,Cannabaceae,Celtis australis
1060,16SrX B,plant,France,Jarausch et al 2013,Cannabaceae,Celtis australis
1061,16SrI ,plant,United States,Guo et al 1996,Apocynaceae,Catharanthus roseus
1062,16SrXII A,plant,Spain,Batlle et al 2009,Amaranthaceae,Chenopodium album
1063,16SrXII A,plant,Serbia,Jovic pers. comm.,Asteraceae,Cichorium intybus
1064,16SrXII A,plant,Germany,Schneider et al 1993,Asteraceae,Cirsium arvense
1065,16SrXII A,plant,Spain,Batlle et al 2009,Asteraceae,Cirsium arvense
1066,16SrIII ,plant,Hungary,Palermo et al 2004,Asteraceae,Cirsium arvense
1067,16SrIII ,plant,Serbia,Rancic et al 2005,Asteraceae,Cirsium arvense
1068,16SrXII A,plant,Serbia,Jovic pers. comm.,Asteraceae,Cirsium arvense
1069,16SrXII A,plant,Italy,Schneider et al 1993,Convolvulaceae,Convolvulus arvensis
1070,16SrXII A,plant,Cataluña,Batlle et al 2009,Convolvulaceae,Convolvulus arvensis
1071,16SrXII A,plant,France,Jarausch et al 2013,Convolvulaceae,Convolvulus arvensis
1072,16SrIII ,plant,Hungary,Palermo et al 2004,Convolvulaceae,Convolvulus arvensis
1073,16SrXII A,plant,Hungary,Langer & Maixner 2004,Convolvulaceae,Convolvulus arvensis
1074,16SrXII A,plant,Italy,Mori et al 2010,Convolvulaceae,Convolvulus arvensis
1075,16SrXII A,plant,Serbia,Jovic pers. comm.,Convolvulaceae,Convolvulus arvensis
1076,not characterized ,plant,United States,Schneider et al 1993,Asteraceae,Conyza canadensis
1077,16SrXII E,plant,Italy,Filippin et al 2008,Caprifoliaceae,Sambucus nigra
1078,16SrXII A,plant,Italy,Filippin et al 2008,Caprifoliaceae,Sambucus nigra
1079,16SrXII E,plant,Italy,Filippin et al 2008,Cornaceae,Cornus sanguinea
1080,16SrI A,plant,Maryland,Seemuller et al 1998,Cornaceae,Cornus racemosa
1081,16SrXII A,plant,Serbia,Jovic pers. comm.,Asteraceae,Crepis foetida
1082,16SrI B,plant,Germany,Seemuller et al 1998,Primulaceae,Cyclamen persicum
1083,16SrIX ,plant,Liguria,Botti et al 2002,Asparagaceae,Ruscus racemosus
1084,16SrV ,plant,Liguria,Botti et al 2002,Asparagaceae,Ruscus racemosus
1085,16SrXII A,plant,Liguria,Botti et al 2002,Asparagaceae,Ruscus racemosus
1086,16SrXII A,plant,Hungary,Viczián et al 1998,Solanaceae,Datura stramonium
1087,16SrI B,plant,Germany,Seemuller et al 1998,Apiaceae,Daucus carota
1088,16SrXII A,plant,Hungary,Viczián et al 1998,Apiaceae,Daucus carota
1089,16SrVI ,plant,Washington,Lee et al 2004a,Apiaceae,Daucus carota
1090,16SrI ,plant,Washington,Lee et al 2004a,Apiaceae,Daucus carota
1091,16SrXII A,plant,Serbia,Jovic pers. comm.,Apiaceae,Daucus carota
1092,16SrV ,plant,Italy,Seemuller et al 1998,Myrtaceae,Eucalyptus sp.
1093,16SrI C,plant,Italy,Seemuller et al 1998,Myrtaceae,Eucalyptus sp.
1094,16SrI B,plant,Italy,Seemuller et al 1998,Myrtaceae,Eucalyptus sp.
1095,16SrI A,plant,Florida,Seemuller et al 1998,Rosaceae,Fragaria x ananassa
1096,16SrI C,plant,United States,Seemuller et al 1998,Rosaceae,Fragaria x ananassa
1097,16SrI I,plant,Florida,Seemuller et al 1998,Rosaceae,Fragaria x ananassa
1098,16SrXII A,plant,Florida,Jomantiene et al 1998,Rosaceae,Fragaria x ananassa
1099,16SrXII A,plant,Italy,d'Aquilio et at 2002,Apocynaceae,Gomphocarpus physocarpus
1100,16SrI ,plant,Italy,d'Aquilio et at 2002,Apocynaceae,Gomphocarpus physocarpus
1101,16SrXV A,plant,Brazil,Montano et al 2001,Malvaceae,Hibiscus rosa-sinensis
1102,16SrVII ,plant,Emilia-Romagna,Bruni et al 2005,Hypericaceae,Hipericum perforatum
1103,16SrI B,plant,Italy,Lee et al 1993,Hydrangeaceae,Hydrangea macrophylla
1104,16SrXII A,plant,Cataluña,Batlle et al 2009,Lamiaceae,Lavandula officinalis
1105,16SrXII A,plant,Spain,Batlle et al 2009,Brassicaceae,Lepidum draba
1106,16SrXII A,plant,Italy,Seemuller et al 1998,Solanaceae,Lycopersicon esculentum
1107,16SrI B,plant,Campania,Marcone et al 1997b,Solanaceae,Lycopersicon esculentum
1108,16SrI Y,plant,Bolivia,Arocha et al 2007,Solanaceae,Lycopersicon esculentum
1109,16SrXII A,plant,Spain,Batlle et al 2009,Solanaceae,Lycopersicon esculentum
1110,16SrX A,plant,France,Seemuller & Schneider 2004,Rosaceae,Malus domestica
1111,16SrV E,plant,France,Jarausch et al 2013,Malvaceae,Malva silvestris
1112,16SrI B,plant,Bolivia,Arocha et al 2007,Fabaceae,Medicago sativa
1113,16SrXII A,plant,Italy,Marzachì et al 2000,Fabaceae,Medicago sativa
1114,16SrI B,plant,Bolivia,Arocha et al 2007,Apocynaceae,Morrenia variegata
1115,16SrXII A,plant,Hungary,Viczián et al 1998,Apiaceae,Petroselinum sativum
1116,not characterized ,plant,Basilicata,Schneider et al 1993,Asteraceae,Picris echioides
1117,16SrXII A,plant,Serbia,Jovic pers. comm.,Asteraceae,Picris hieracioides
1118,16SrXII A,plant,Cataluña,Batlle et al 2009,Plantaginaceae,Plantago lanceolata
1119,16SrXII A,plant,Cataluña,Batlle et al 2009,Polygonaceae,Polygonum convolvulus
1120,16SrI B,plant,France,Seemuller et al 1998,Salicaceae,Populus nigra
1121,16SrI P,plant,Serbia,Mitrovic et al 2011b,Salicaceae,Populus nigra
1122,16SrI A,plant,Serbia,Mitrovic et al 2011b,Salicaceae,Populus nigra
1123,16SrI ,plant,Germany,Berger et al 1997,Salicaceae,Populus nigra
1124,16SrI ,plant,France,Cousin et al 1999,Salicaceae,Populus nigra
1125,16SrI P,plant,Croatia,Seruga et al 2003,Salicaceae,Populus nigra
1126,16SrXII A,plant,Campania,Schneider et al 1993,Portulacaceae,Portulaca oleracea
1127,16SrIX ,plant,Lebanon,Abou-Jawdah et al 2003,Rosaceae,Prunus amygdalus
1128,16SrI B,plant,Italy,Seemuller et al 1998,Rosaceae,Prunus armeniaca
1129,16SrI F,plant,Spain,Seemuller et al 1998,Rosaceae,Prunus armeniaca
1130,16SrXII A,plant,Spain,Batlle et al 2009,Rosaceae,Prunus dulcis
1131,16SrIII A,plant,United States,Marcone 2015,Rosaceae,Prunus pensylvanica
1132,16SrI B,plant,Italy,Seemuller et al 1998,Rosaceae,Prunus persicae
1133,16SrX A,plant,United States,Seemuller et al 1998,Rosaceae,Prunus persicae
1134,16SrX B,plant,Italy,Seemuller et al 1998,Rosaceae,Prunus persicae
1135,16SrIII ,plant,United States,Seemuller et al 1998,Rosaceae,Prunus persicae
1136,16SrI B,plant,Italy,Seemuller et al 1998,Rosaceae,Prunus salicina
1137,16SrX B,plant,Italy,Seemuller et al 1998,Rosaceae,Prunus salicina
1138,16SrV B,plant,China,Marcone 2015,Rosaceae,Prunus serrulata
1139,16SrIII A,plant,United States,Marcone 2015,Rosaceae,Prunus virginiana
1140,16SrXX A,plant,Germany,Marcone et al 2004,Rhamnaceae,Rhamnus catharticus
1141,16SrIII ,plant,United States,Chapman et al 2001,Fabaceae,Robinia pseudoacacia
1142,16SrX B,plant,France,Jarausch et al 2013,Rosaceae,Rosa canina
1143,16SrXII A,plant,Spain,Batlle et al 2009,Rosaceae,Rubus fruticosus
1144,16SrV E,plant,France,Jarausch et al 2013,Rosaceae,Rubus sp.
1145,16SrX D,plant,Italy,Seemuller et al 1998,Fabaceae,Sarothamnus scoparius
1146,16SrI B,plant,Bolivia,Jones et al 2005,Solanaceae,Solanum tuberosum
1147,16SrI B,plant,Bolivia,Arocha et al 2007,Sapindaceae,Serjania perulacea
1148,16SrXII A,plant,Hungary,Viczián et al 1998,Caryophyllaceae,Silene vulgaris
1149,16SrXII A,plant,Liguria,d'Aquilio et at 2002,Solanaceae,Solanum nigrum
1150,16SrI B,plant,Japan,Seemuller et al 1998,Solanaceae,Solanum melongena
1151,16SrXII A,plant,France,Seemuller et al 1998,Solanaceae,Solanum melongena
1152,16SrXII A,plant,Spain,Batlle et al 2009,Solanaceae,Solanum nigrum
1153,16SrXII A,plant,Germany,Langer & Maixner 2004,Solanaceae,Solanum nigrum
1154,16SrI B,plant,Canada,Seemuller et al 1998,Solanaceae,Solanum tuberosum
1155,16SrVI ,plant,Canada,Seemuller et al 1998,Solanaceae,Solanum tuberosum
1156,16SrI B,plant,Bolivia,Jones et al 2004,Solanaceae,Solanum tuberosum
1157,16SrV C,plant,Italy,Marcone 2015,Fabaceae,Spartium junceum
1158,16SrX D,plant,Italy,Seemuller et al 1998,Fabaceae,Spartium junceum
1159,16SrI B,plant,Germany,Seemuller et al 1998,Caryophyllaceae,Stellaria media
1160,16SrXII A,plant,Hungary,Viczián et al 1998,Asteraceae,Taraxacum officinale
1161,16SrXII A,plant,Cataluña,Batlle et al 2009,Lamiaceae,Thimus officinalis
1162,16SrXII A,plant,Hungary,Viczián et al 1998,Solanaceae,Nicotiana tabacum
1163,16SrI B,plant,Canada,Seemuller et al 1998,Fabaceae,Trifolium pratense
1164,16SrXII A,plant,Germany,Schneider et al 1993,Fabaceae,Trifolium repens
1165,16SrV A,plant,United States,Sinclair 1981,Ulmaceae,Ulmus alata
1166,16SrV ,plant,United States,Sinclair 1981,Ulmaceae,Ulmus americana
1167,16SrV A,plant,France,Boudon-Padieu et al 2004,Ulmaceae,Ulmus minor
1168,16SrI B,plant,Toscana,Sfalanga et al 2002,Equisetaceae,Equisetum telmateja
1169,16SrI B,plant,Toscana,Sfalanga et al 2002,Poaceae,Phalaris sp.
1170,16SrV A,plant,Toscana,Sfalanga et al 2002,Ulmaceae,Ulmus chenmoui
1171,16SrV ,plant,United States,Sinclair 1981,Ulmaceae,Ulmus crassifolia
1172,16SrV ,plant,Italy,Marcone et al 1997a,Ulmaceae,Ulmus minor
1173,16SrI D,plant,China,Marcone 2015,Ulmaceae,Ulmus parvifolia
1174,16SrI B,plant,China,Marcone 2015,Ulmaceae,Ulmus parvifolia
1175,16SrV B,plant,China,Zhu et al 2008,Ulmaceae,Ulmus parvifolia
1176,16SrV A,plant,Marche,Murolo & Romanazzi 2008,Ulmaceae,Ulmus parvifolia
1177,16SrV A,plant,United States,Sinclair 1981,Ulmaceae,Ulmus rubra
1178,16SrV A,plant,United States,Sinclair 1981,Ulmaceae,Ulmus serotina
1179,16SrXII A,plant,Germany,Langer & Maixner 2004,Urticaceae,Urtica dioica
1180,16SrXII A,plant,Italy,Mori et al 2010,Urticaceae,Urtica dioica
1181,16SrI B,plant,Ohio,Seemuller et al 1998,Poaceae,Zea mays
1182,16SrI K,plant,Florida,Jomantiene et al 1998,Rosaceae,Fragaria x ananassa
1183,16SrIII K,plant,Florida,Jomantiene et al 1998,Rosaceae,Fragaria x ananassa
1184,16SrV B,plant,India,Khan et al 2008b,Rhamnaceae,Ziziphus jujuba
1185,16SrV B,plant,Shaanxi,Li et al 2010,Rosaceae,Spiraea salicifolia
1186,16SrV B,plant,China,Min et al 2009,Fabaceae,Gleditsia sinensis
1187,16SrV B,plant,China,Li et al 2009,Fabaceae,Trifolium subterraneum
1188,16SrV B,plant,China,Yue et al 2009,Rosaceae,Prunus armeniaca
1189,16SrI B,plant,Uttar Pradesh,Agrahari et al 2010,Asteraceae,Zinnia elegans
1190,16SrXXI A,plant,Poland,Berniak et al 2010,Pinaceae,Pinus silvestris
1191,16SrXXI A,plant,Poland,Berniak et al 2010,Pinaceae,Pinus mugo
1192,16SrXXI A,plant,Poland,Berniak et al 2010,Pinaceae,Pinus banksiana
1193,16SrXXI A,plant,Poland,Berniak et al 2010,Pinaceae,Pinus tabuliformis
1194,16SrI ,plant,Italy,Calari et al 2010,Poaceae,Zea mays
1195,16SrIII ,plant,Italy,Calari et al 2010,Poaceae,Zea mays
1196,16SrXII ,plant,Italy,Calari et al 2010,Poaceae,Zea mays
1197,16SrIII ,plant,Chile,Castro et al 2010,Amaranthaceae,Beta vulgaris
1198,16SrX C,plant,Poland,Cieslinska et al 2010,Rosaceae,Prunus avium
1199,16SrX B,plant,Poland,Cieslinska et al 2010,Rosaceae,Prunus cerasus
1200,16SrX B,plant,Poland,Cieslinska et al 2010,Rosaceae,Prunus domestica
1201,16SrX A,plant,Poland,Cieslinska et al 2010,Rosaceae,Prunus persicae
1202,16SrX B,plant,Poland,Cieslinska et al 2010,Rosaceae,Prunus armeniaca
1203,16SrI ,plant,Bosnia-Herzegovina,Delic et al 2006,Vitaceae,Vitis vinifera
1204,16SrXII A,plant,Bosnia-Herzegovina,Delic et al 2011,Vitaceae,Vitis vinifera
1205,16SrXII A,plant,Bosnia-Herzegovina,Delic & Lolic 2010,Vitaceae,Vitis vinifera
1206,tested negative,plant,Bosnia-Herzegovina,Delic & Lolic 2010,Convolvulaceae,Convolvulus arvensis
1207,16SrV C,plant,Bosnia-Herzegovina,Delic et al 2011,Ranunculaceae,Clematis vitalba
1208,tested negative,plant,Bosnia-Herzegovina,Delic & Lolic 2010,Poaceae,Setaria sp.
1209,16SrXII A,plant,Danilovgrad,Radonjic et al 2016,Solanaceae,Solanum tuberosum
1210,16SrXII A,plant,Podgorica,Radonjic et al 2009,Vitaceae,Vitis vinifera
1211,16SrII ,plant,Iran,Karimi et al 2010,Anacardiaceae,Pistacia vera
1212,16SrIX ,plant,Iran,Karimi et al 2010,Anacardiaceae,Pistacia vera
1213,16SrXII ,plant,Iran,Karimi et al 2010,Anacardiaceae,Pistacia vera
1214,16SrI A,plant,Finland,Lemmetty & Nissinen 2010,Apiaceae,Daucus carota
1215,16SrI B,plant,Veneto,Mori et al 2010,Brassicaceae,Brassica napus
1216,16SrIV C,plant,Tanzania,Mpunami et al 2010,Arecaceae,Cocos nucifera
1217,16SrI B,plant,India,Omar et al 2010,Meliaceae,Toona ciliata
1218,16SrXII A,plant,Serbia,Pavlovic et al 2010,Asteraceae,Echinacea purpurea
1219,16SrXII A,plant,Serbia,Pavlovic et al 2010,Asteraceae,Echinacea angustifolia
1220,16SrXXI A,plant,Lithuania,Valiunas et al 2010,Pinaceae,Pinus silvestris
1221,16SrI C,plant,Poland,Zwolinska et al 2010,Vitaceae,Vitis vinifera
1222,16SrIX B,plant,Lebanon,Choueiri et al 2010,Rosaceae,Prunus persicae
1223,16SrIX G,plant,Lebanon,Molino Lova et al 2011,Rosaceae,Prunus persicae
1224,16SrIX F,plant,Lebanon,Molino Lova et al 2011,Rosaceae,Prunus persicae
1225,16SrIX D,plant,Lebanon,Molino Lova et al 2011,Rosaceae,Prunus persicae
1226,16SrIX G,plant,Lebanon,Molino Lova et al 2011,Rosaceae,Prunus dulcis
1227,16SrIX D,plant,Lebanon,Molino Lova et al 2011,Rosaceae,Prunus dulcis
1228,16SrX C,plant,Lebanon,Choueiri et al 2010,Rosaceae,Pyrus communis
